date,market_id,name,market_score,revenue,adr,revpar,occupancy_rate,available_listings,booked_listings,days_available,days_booked,listing_count,days_avg,lead_time_0_6,lead_time_7_14,lead_time_15_30,lead_time_31_60,lead_time_61_90,lead_time_91_None
2025-10,82014947,Lujan de Cuyo,69.593,1400.643523316062,50.74,46.61,44.82,56,530,10228,6946,1109.0,3.84,704.0,372.0,528.0,519.0,260.0,600.0
2025-10,82014948,Ciudad de San Rafael,60.262,455.502512562814,21.62,15.51,39.26,17,88,2120,1055,224.0,5.65,189.0,56.0,72.0,47.0,26.0,28.0
2025-10,82015165,Pinamar,56.287,933.180030257186,51.57,36.0,41.45,23,288,6046,3092,720.0,5.3,462.0,239.0,281.0,168.0,60.0,67.0
2025-10,82015398,Villa Catedral,58.909,1355.0,71.47,25.27,18.61,49,26,1933,228,152.0,23.76,21.0,1.0,2.0,7.0,7.0,7.0
2025-10,82015430,Villa Gesell,50.037,558.9626865671642,33.27,21.98,38.97,2,42,946,394,144.0,8.42,81.0,48.0,30.0,18.0,7.0,12.0
2025-10,82015492,El Bolson,65.875,525.125,27.91,18.56,43.86,14,97,2114,1183,217.0,4.25,161.0,68.0,72.0,98.0,26.0,56.0
2025-10,82015515,Santiago del Estero,84.642,445.8814814814815,25.76,12.88,31.68,35,61,2147,620,234.0,3.68,143.0,47.0,41.0,37.0,10.0,21.0
2025-10,82015553,San Nicolas de los Arroyos,68.606,635.7362637362637,36.37,20.14,39.38,5,46,994,575,102.0,3.43,117.0,60.0,48.0,42.0,11.0,22.0
2025-10,82015643,Concepcion del Uruguay,66.067,522.4827586206897,26.2,17.66,31.03,6,47,1165,418,103.0,3.38,85.0,49.0,22.0,25.0,4.0,6.0
2025-10,82015644,Concordia,77.345,463.7010309278351,31.26,16.49,36.03,3,49,1110,472,107.0,4.09,113.0,64.0,42.0,30.0,12.0,9.0
2025-10,82015645,Gualeguaychu,62.77,429.2573099415205,36.3,14.96,24.32,0,67,1550,458,174.0,3.06,117.0,48.0,64.0,53.0,32.0,61.0
2025-10,82015646,Mar de Ajo,58.753,468.4406779661017,27.56,23.7,34.86,1,18,409,122,62.0,5.07,18.0,10.0,8.0,11.0,14.0,31.0
2025-10,82015647,Monte Hermoso,51.592,687.46875,55.76,15.48,14.37,16,15,848,94,65.0,5.16,16.0,11.0,5.0,4.0,0.0,2.0
2025-10,82015649,Municipio de Rio Gallegos,91.205,567.7096774193549,15.78,19.25,48.34,4,25,464,364,71.0,3.88,105.0,34.0,30.0,22.0,14.0,21.0
2025-10,82015650,Municipio de Trelew,94.548,618.8181818181819,39.7,22.27,44.63,4,39,792,507,75.0,3.01,100.0,41.0,45.0,45.0,16.0,25.0
2025-10,82015651,Municipio la Falda,63.624,528.7358490566038,41.09,19.96,30.93,3,32,756,270,56.0,6.49,44.0,18.0,25.0,14.0,3.0,5.0
2025-10,82015652,Municipio Puerto Madryn,71.062,1049.596153846154,34.96,35.93,60.69,5,301,3772,5270,596.0,4.79,482.0,237.0,403.0,402.0,216.0,261.0
2025-10,82015653,Rafaela,81.762,592.5714285714286,43.24,20.43,43.77,0,13,221,172,36.0,3.53,36.0,23.0,19.0,8.0,4.0,1.0
2025-10,82015654,San Luis,91.002,456.8333333333333,20.13,14.62,55.49,2,28,416,450,90.0,3.06,110.0,51.0,47.0,23.0,6.0,27.0
2025-10,82015655,Termas de Rio Hondo,59.636,657.0454545454545,12.67,21.16,29.94,2,5,163,53,30.0,4.8,10.0,4.0,6.0,8.0,0.0,2.0
2025-10,82015656,Viedma,93.25,623.9545454545455,25.83,17.68,24.41,7,17,584,156,59.0,3.23,81.0,19.0,21.0,12.0,4.0,4.0
2025-10,82015657,Municipio de El Calafate,82.346,766.3026941362916,38.05,27.48,45.65,7,195,3598,2463,673.0,2.79,779.0,318.0,418.0,520.0,271.0,494.0
2025-10,82015659,Parana,81.829,674.385,23.08,24.93,49.68,2,119,1985,1619,207.0,3.32,272.0,102.0,148.0,91.0,51.0,60.0
2025-09,5,Buenos Aires,96.217,1006.711073782142,27.24,34.88,74.26,461,9653,82714,204981,24547.0,6.56,27092.0,11559.0,12764.0,9980.0,3941.0,5037.0
2025-09,89956,Ciudad de Mendoza,87.997,706.8054516301443,24.7,24.52,58.05,75,828,12220,13780,2067.0,4.83,2121.0,919.0,1145.0,1022.0,409.0,484.0
2025-09,89957,Cordoba,96.734,699.0202794051374,22.96,22.99,55.03,146,1011,16582,16598,2622.0,5.24,3228.0,1215.0,1168.0,677.0,285.0,300.0
2025-09,89961,Mar del Plata,60.052,741.9107957425241,29.35,26.29,50.02,187,1004,20376,14116,2354.0,7.16,1660.0,713.0,794.0,476.0,166.0,161.0
2025-09,89962,Colonia Caroya,53.798,456.0,0.0,9.43,21.05,0,1,26,4,6.0,1.62,1.0,1.0,4.0,2.0,0.0,0.0
2025-09,89963,Rosario,97.674,588.2443181818181,21.56,20.14,58.17,35,538,7423,8998,1164.0,4.43,1881.0,700.0,576.0,263.0,79.0,89.0
2025-09,89966,Bahia Blanca,97.943,699.5384615384615,28.09,23.18,57.78,12,110,1663,1905,237.0,3.93,484.0,153.0,138.0,41.0,10.0,13.0
2025-09,89967,Tandil,75.122,695.9771573604061,36.24,22.82,31.98,37,216,5264,2084,472.0,3.83,330.0,221.0,246.0,177.0,78.0,86.0
2025-09,89968,Neuquen,94.115,950.5416666666666,36.51,33.85,53.14,13,118,1967,1758,264.0,4.91,454.0,126.0,100.0,51.0,29.0,26.0
2025-09,89970,Resistencia,93.16,561.8992248062016,26.84,18.09,48.63,11,60,1165,890,155.0,3.88,208.0,58.0,66.0,44.0,25.0,23.0
2025-09,89971,San Miguel de Tucuman,93.751,528.743961352657,20.5,17.92,53.81,11,188,2861,2911,454.0,4.88,613.0,238.0,248.0,167.0,61.0,61.0
2025-09,89972,La Cumbre,53.48,743.1730769230769,34.75,24.87,29.28,7,33,892,303,66.0,4.87,31.0,20.0,16.0,9.0,3.0,7.0
2025-09,89979,La Rioja,93.732,477.6101694915254,23.03,15.83,31.82,10,23,731,253,76.0,3.25,93.0,24.0,27.0,15.0,3.0,7.0
2025-09,89988,Rio Cuarto,95.224,522.0461538461539,19.91,18.5,50.62,1,30,478,406,71.0,3.73,128.0,41.0,34.0,14.0,5.0,3.0
2025-09,89991,Formosa,91.919,527.5294117647059,21.53,17.18,45.48,2,25,468,327,62.0,3.54,110.0,26.0,26.0,10.0,3.0,3.0
2025-09,89992,Posadas,94.727,498.3054054054054,20.43,16.28,45.81,29,192,3769,2635,449.0,3.96,554.0,165.0,166.0,100.0,37.0,63.0
2025-09,89993,San Carlos de Bariloche,79.429,998.2668549241088,40.05,30.64,45.68,402,1552,33354,22824,3642.0,5.65,1814.0,855.0,1287.0,1264.0,713.0,1146.0
2025-09,89997,Rio Grande,93.501,709.9333333333333,30.55,22.54,42.61,6,27,631,349,71.0,4.7,71.0,36.0,26.0,14.0,9.0,6.0
2025-09,90004,San Fernando del Valle de Catamarca,85.54,525.6019417475728,27.52,17.64,37.89,4,40,850,421,125.0,2.8,156.0,52.0,72.0,55.0,21.0,22.0
2025-09,90005,Villa Maria,81.664,520.4677419354839,25.27,17.2,51.95,3,31,503,492,68.0,4.17,94.0,33.0,29.0,16.0,2.0,5.0
2025-09,90009,Colonia Chapadmalal,54.024,843.8818181818182,37.11,30.13,34.4,22,52,1601,536,143.0,8.82,70.0,31.0,35.0,21.0,4.0,12.0
2025-09,90010,Necochea,55.784,591.1777777777778,25.96,20.85,37.45,10,23,709,270,59.0,7.6,33.0,6.0,11.0,7.0,2.0,3.0
2025-09,90015,Ushuaia,85.402,1345.612633181126,35.17,46.23,69.54,30,694,6637,13936,1391.0,5.25,818.0,498.0,669.0,867.0,494.0,1040.0
2025-09,90022,Villa Carlos Paz,57.393,628.8020304568528,29.15,22.22,39.93,47,170,4328,1902,512.0,4.87,281.0,142.0,153.0,106.0,40.0,60.0
2025-09,90025,La Plata,99.226,583.2168905950095,22.64,20.75,64.55,17,267,3322,4919,554.0,5.75,690.0,261.0,237.0,158.0,61.0,49.0
2025-09,90046,Chascomus,62.203,647.2063492063492,42.82,22.86,33.24,4,26,621,241,78.0,3.28,53.0,33.0,34.0,16.0,7.0,4.0
2025-09,90049,Tanti,54.931,797.2857142857143,23.22,18.85,42.86,3,3,132,48,16.0,8.2,2.0,1.0,1.0,0.0,0.0,1.0
2025-09,90055,Cosquin,56.591,982.6666666666666,25.88,30.18,65.35,2,6,108,132,24.0,20.25,24.0,3.0,2.0,3.0,0.0,0.0
2025-09,90066,Villa La Angostura,65.376,877.7975460122699,55.42,28.32,32.17,68,151,4568,1541,439.0,4.09,202.0,97.0,120.0,122.0,53.0,156.0
2025-09,90091,Puerto Iguazu,96.995,605.8352,21.89,20.33,49.32,17,184,3153,2671,710.0,3.63,748.0,323.0,427.0,400.0,153.0,255.0
2025-09,90112,Quequen,49.448,608.8571428571429,37.24,21.1,43.41,3,9,244,112,18.0,7.24,12.0,1.0,3.0,2.0,1.0,2.0
2025-09,90127,Esquel,41.924,525.8585858585859,30.52,16.43,37.7,12,58,1354,673,132.0,4.69,79.0,33.0,27.0,27.0,13.0,13.0
2025-09,90154,Costa Esmeralda,53.804,1474.313953488372,151.89,53.43,27.38,16,57,1662,440,111.0,4.61,43.0,27.0,25.0,27.0,5.0,12.0
2025-09,90167,San Clemente del Tuyu,63.489,521.1851851851852,13.99,19.22,42.02,4,8,260,100,36.0,8.96,9.0,8.0,3.0,1.0,0.0,3.0
2025-09,90173,Carhue,61.379,255.25,15.5,9.57,25.82,0,8,182,55,12.0,3.0,14.0,4.0,7.0,2.0,1.0,1.0
2025-09,90180,Carmen de Patagones,67.753,475.0,32.44,13.32,32.03,4,6,222,74,13.0,3.59,14.0,7.0,5.0,0.0,3.0,0.0
2025-09,90184,Lago Puelo,67.366,612.969696969697,30.84,22.8,46.11,1,15,282,178,36.0,7.66,23.0,6.0,4.0,4.0,6.0,4.0
2025-09,90203,Las Grutas,63.186,649.7058823529412,33.15,24.36,44.52,3,16,348,187,62.0,8.36,41.0,11.0,8.0,11.0,4.0,5.0
2025-09,90206,Villa Elisa,43.443,417.625,35.85,11.78,29.84,1,11,261,94,23.0,2.64,22.0,11.0,11.0,1.0,2.0,0.0
2025-09,90220,Choele Choel,77.082,252.5,37.0,9.35,18.1,0,4,95,21,6.0,1.72,5.0,3.0,5.0,4.0,1.0,0.0
2025-09,90251,Dina Huapi,56.289,635.09375,33.74,19.72,30.97,17,26,967,288,90.0,4.35,47.0,20.0,16.0,15.0,5.0,27.0
2025-09,90254,San Pedro,,198.0,22.0,13.2,60.0,0,1,7,9,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-09,90258,La Quiaca,12.246,45.33333333333334,11.67,2.12,8.82,1,2,87,3,4.0,1.14,6.0,1.0,0.0,0.0,0.0,0.0
2025-09,90266,Miramar,64.361,498.3636363636364,0.0,17.86,45.97,2,5,135,57,16.0,6.03,12.0,10.0,6.0,3.0,6.0,0.0
2025-09,90278,Claromeco,51.097,802.7,38.92,45.61,60.0,0,1,21,9,10.0,5.45,3.0,0.0,2.0,3.0,0.0,3.0
2025-09,90282,Sierra de la Ventana,58.591,333.1904761904762,39.35,9.84,14.64,4,12,396,47,35.0,2.65,17.0,9.0,9.0,4.0,1.0,3.0
2025-09,90294,Humahuaca,75.804,270.85,37.07,7.78,17.43,3,5,198,38,26.0,1.8,26.0,23.0,11.0,9.0,2.0,10.0
2025-09,90309,Mar del Sur,41.843,476.6,0.0,30.16,34.69,0,4,103,17,5.0,7.75,4.0,0.0,0.0,0.0,0.0,0.0
2025-09,90330,Puerto Esperanza,,294.5,17.32,9.82,56.67,0,2,26,34,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2025-09,90360,Las Gaviotas,68.373,1080.64,45.78,38.65,59.04,5,19,355,320,32.0,6.14,12.0,12.0,14.0,9.0,0.0,3.0
2025-09,90398,Epuyen,,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09,102211,Salta,88.225,696.4952076677316,21.97,24.48,61.63,21,398,5216,6875,1020.0,4.33,1187.0,493.0,553.0,592.0,230.0,343.0
2025-09,102249,San Martín de los Andes,60.348,910.1287262872628,52.02,25.53,31.56,186,365,11489,4139,1130.0,5.53,397.0,174.0,209.0,225.0,162.0,199.0
2025-09,102804,Santa Fe,90.331,658.7272727272727,20.82,22.98,60.22,6,140,1848,2401,270.0,4.92,426.0,131.0,107.0,72.0,34.0,45.0
2025-09,103046,San Salvador de Jujuy,76.677,465.8338983050847,20.14,17.48,51.38,11,130,2277,1819,323.0,3.62,453.0,163.0,177.0,131.0,63.0,70.0
2025-09,103869,Corrientes,85.623,580.8193277310925,28.02,19.79,50.68,10,101,1802,1447,279.0,3.69,423.0,160.0,144.0,85.0,20.0,33.0
2025-09,82014946,Merlo,58.153,432.3066666666667,25.97,16.53,32.27,16,38,1243,333,99.0,5.1,46.0,20.0,27.0,12.0,8.0,10.0
2025-09,82014947,Lujan de Cuyo,69.593,1057.574054054054,50.99,40.3,44.39,47,502,9877,5938,1035.0,4.46,642.0,304.0,417.0,432.0,236.0,346.0
2025-09,82014948,Ciudad de San Rafael,60.262,497.0928961748634,22.17,15.66,38.17,24,85,2197,1018,240.0,5.22,176.0,72.0,69.0,47.0,23.0,49.0
2025-09,82015165,Pinamar,56.287,889.4162561576354,49.11,32.0,39.43,44,181,4407,1949,513.0,6.93,252.0,136.0,139.0,90.0,24.0,39.0
2025-09,82015398,Villa Catedral,58.909,1683.516129032258,100.05,42.31,23.1,41,76,2628,652,260.0,6.15,43.0,9.0,15.0,20.0,22.0,59.0
2025-09,82015430,Villa Gesell,50.037,580.1917808219179,29.66,19.29,30.89,13,26,815,257,103.0,5.32,43.0,14.0,22.0,9.0,8.0,10.0
2025-09,82015492,El Bolson,65.875,487.1676300578035,28.81,18.06,41.99,18,87,2044,973,205.0,4.3,132.0,47.0,83.0,47.0,33.0,29.0
2025-09,82015515,Santiago del Estero,84.642,535.8382978723404,29.55,19.04,37.49,5,96,1885,1026,243.0,4.13,184.0,91.0,75.0,66.0,54.0,148.0
2025-09,82015553,San Nicolas de los Arroyos,68.606,623.6129032258065,38.74,27.63,48.86,1,48,926,534,97.0,3.32,88.0,48.0,62.0,37.0,31.0,60.0
2025-09,82015643,Concepcion del Uruguay,66.067,451.3975903614458,31.62,17.13,34.6,4,45,1028,383,96.0,4.25,65.0,27.0,27.0,44.0,28.0,17.0
2025-09,82015644,Concordia,77.345,488.6385542168675,31.23,15.77,34.57,5,42,960,438,102.0,3.04,113.0,51.0,54.0,34.0,7.0,6.0
2025-09,82015645,Gualeguaychu,62.77,517.925,35.33,17.79,32.91,9,31,850,311,103.0,3.85,77.0,36.0,34.0,26.0,8.0,14.0
2025-09,82015646,Mar de Ajo,58.753,592.047619047619,17.62,20.97,25.76,3,6,219,51,26.0,15.0,2.0,5.0,3.0,1.0,0.0,1.0
2025-09,82015647,Monte Hermoso,51.592,535.859649122807,50.72,26.08,34.29,6,27,728,203,66.0,4.36,19.0,10.0,9.0,10.0,9.0,9.0
2025-09,82015649,Municipio de Rio Gallegos,91.205,567.2033898305085,14.1,20.15,50.31,3,26,462,400,65.0,4.59,84.0,28.0,27.0,13.0,4.0,18.0
2025-09,82015650,Municipio de Trelew,94.548,614.328125,37.92,22.33,49.5,4,38,666,492,70.0,3.41,100.0,42.0,35.0,30.0,9.0,17.0
2025-09,82015651,Municipio la Falda,63.624,344.3783783783784,29.39,12.99,30.18,4,23,574,172,47.0,6.4,27.0,13.0,7.0,8.0,4.0,6.0
2025-09,82015652,Municipio Puerto Madryn,71.062,1094.08875739645,34.42,40.81,65.43,7,264,3062,4712,519.0,4.67,359.0,236.0,315.0,389.0,204.0,292.0
2025-09,82015653,Rafaela,81.762,694.6,42.67,22.22,59.78,3,13,216,220,38.0,4.03,38.0,13.0,12.0,9.0,0.0,8.0
2025-09,82015654,San Luis,91.002,510.202380952381,20.67,18.38,54.7,2,27,429,407,89.0,5.08,140.0,54.0,75.0,44.0,8.0,32.0
2025-09,82015655,Termas de Rio Hondo,59.636,459.2608695652174,21.6,15.63,24.75,2,6,190,49,30.0,4.91,17.0,3.0,10.0,9.0,2.0,5.0
2025-09,82015656,Viedma,93.25,547.0,24.19,21.83,37.8,0,23,460,217,58.0,4.28,62.0,34.0,22.0,22.0,4.0,5.0
2025-09,82015657,Municipio de El Calafate,82.346,692.7537878787879,32.97,25.83,48.33,15,161,2998,2096,574.0,3.51,552.0,210.0,249.0,313.0,201.0,294.0
2025-09,82015659,Parana,81.829,535.5654761904761,22.11,19.69,42.92,10,100,1996,1212,186.0,3.83,227.0,99.0,82.0,48.0,25.0,25.0
2025-08,5,Buenos Aires,96.217,970.0827402135232,26.73,31.99,69.13,627,9699,102442,201213,25453.0,7.45,27790.0,11316.0,12358.0,9489.0,4040.0,4717.0
2025-08,89956,Ciudad de Mendoza,87.997,695.5377980720447,24.65,20.97,51.49,153,864,15682,14503,2368.0,5.01,2366.0,1064.0,1161.0,1009.0,392.0,517.0
2025-08,89957,Cordoba,96.734,665.8778352566653,23.27,23.2,56.4,43,1100,16045,17691,2653.0,5.51,3572.0,1400.0,1285.0,833.0,259.0,281.0
2025-08,89961,Mar del Plata,60.052,647.0744163424124,29.65,20.62,39.96,235,1055,23691,13106,2553.0,5.63,1601.0,728.0,687.0,450.0,137.0,160.0
2025-08,89962,Colonia Caroya,53.798,554.2,25.77,20.99,0.0,0,0,0,0,6.0,7.88,2.0,2.0,2.0,2.0,0.0,0.0
2025-08,89963,Rosario,97.674,608.5377616014558,21.25,19.87,55.19,51,545,8410,9167,1219.0,4.86,2052.0,732.0,584.0,374.0,111.0,103.0
2025-08,89966,Bahia Blanca,97.943,715.7566371681415,29.01,24.42,57.12,7,117,1732,1942,241.0,4.73,478.0,157.0,117.0,62.0,16.0,26.0
2025-08,89967,Tandil,75.122,742.9334811529933,41.96,23.81,32.02,20,243,5391,2393,500.0,3.18,387.0,253.0,323.0,172.0,44.0,53.0
2025-08,89968,Neuquen,94.115,1042.782978723404,33.77,35.13,59.51,11,113,1805,1899,267.0,4.09,486.0,138.0,119.0,66.0,49.0,27.0
2025-08,89970,Resistencia,93.16,625.1748251748252,23.65,20.98,52.82,12,65,1298,1003,177.0,4.43,241.0,74.0,116.0,58.0,17.0,15.0
2025-08,89971,San Miguel de Tucuman,93.751,562.1164383561644,21.16,18.93,55.33,18,187,2856,3122,476.0,4.61,758.0,243.0,230.0,154.0,80.0,56.0
2025-08,89972,La Cumbre,53.48,764.4754098360655,34.03,23.21,30.97,9,38,980,371,77.0,5.23,22.0,19.0,24.0,21.0,5.0,7.0
2025-08,89979,La Rioja,93.732,531.1333333333333,26.67,14.54,30.48,9,28,839,303,87.0,3.48,90.0,35.0,26.0,13.0,10.0,6.0
2025-08,89988,Rio Cuarto,95.224,587.1016949152543,19.84,19.48,52.17,1,29,432,444,64.0,3.75,118.0,48.0,26.0,12.0,5.0,7.0
2025-08,89991,Formosa,91.919,525.2131147540983,23.01,16.56,45.38,2,28,508,388,70.0,3.43,132.0,23.0,39.0,24.0,7.0,5.0
2025-08,89992,Posadas,94.727,572.887323943662,21.91,18.95,48.72,24,212,3813,3168,478.0,3.64,694.0,238.0,238.0,133.0,59.0,65.0
2025-08,89993,San Carlos de Bariloche,79.429,1579.853260869565,48.09,49.91,60.56,175,1963,25868,36981,4143.0,5.36,2116.0,1160.0,1770.0,2374.0,1605.0,2638.0
2025-08,89997,Rio Grande,93.501,617.9090909090909,31.46,21.74,47.77,0,30,516,396,69.0,8.4,96.0,21.0,25.0,12.0,7.0,6.0
2025-08,90004,San Fernando del Valle de Catamarca,85.54,593.1081081081081,26.85,15.38,33.43,18,37,1161,477,165.0,3.9,157.0,53.0,73.0,35.0,19.0,30.0
2025-08,90005,Villa Maria,81.664,687.8382352941177,24.57,20.51,51.42,4,36,615,597,80.0,4.49,144.0,33.0,47.0,11.0,3.0,7.0
2025-08,90009,Colonia Chapadmalal,54.024,692.9173553719008,34.64,21.38,28.77,15,69,1833,601,161.0,6.86,71.0,33.0,32.0,15.0,3.0,8.0
2025-08,90010,Necochea,55.784,590.0416666666666,28.43,19.92,29.19,6,29,779,237,59.0,11.91,35.0,11.0,11.0,4.0,2.0,3.0
2025-08,90015,Ushuaia,85.402,1563.881751824817,36.86,53.2,75.41,19,714,5681,15897,1424.0,5.63,862.0,501.0,748.0,988.0,679.0,1386.0
2025-08,90022,Villa Carlos Paz,57.393,619.0370370370371,30.38,19.17,30.45,53,181,5152,1844,558.0,4.88,305.0,142.0,157.0,99.0,31.0,37.0
2025-08,90025,La Plata,99.226,575.3052208835342,22.12,19.21,62.37,26,259,3655,4783,561.0,7.25,751.0,257.0,199.0,98.0,37.0,48.0
2025-08,90046,Chascomus,62.203,642.4647887323944,37.55,22.47,36.65,3,27,627,280,78.0,3.91,76.0,33.0,48.0,36.0,6.0,14.0
2025-08,90049,Tanti,54.931,484.0,29.71,13.71,37.62,3,5,171,76,24.0,4.12,7.0,2.0,4.0,2.0,1.0,1.0
2025-08,90055,Cosquin,56.591,451.0,33.22,12.12,18.51,8,8,414,62,33.0,2.65,8.0,4.0,7.0,5.0,1.0,1.0
2025-08,90066,Villa La Angostura,65.376,1318.134570765661,64.01,41.16,33.86,36,214,4991,2259,519.0,4.39,241.0,117.0,166.0,176.0,87.0,171.0
2025-08,90091,Puerto Iguazu,96.995,664.9896296296296,23.42,19.53,44.36,39,202,4324,2971,832.0,4.08,811.0,390.0,503.0,419.0,179.0,296.0
2025-08,90112,Quequen,49.448,699.0,35.42,25.42,32.8,1,7,185,61,14.0,3.0,12.0,0.0,3.0,2.0,0.0,0.0
2025-08,90127,Esquel,41.924,613.6904761904761,31.39,18.31,37.83,17,68,1709,841,162.0,5.47,90.0,31.0,36.0,46.0,26.0,32.0
2025-08,90154,Costa Esmeralda,53.804,1242.326315789474,144.05,34.27,20.08,25,62,2150,430,143.0,3.92,38.0,27.0,33.0,18.0,5.0,7.0
2025-08,90167,San Clemente del Tuyu,63.489,458.1666666666667,14.99,14.45,17.82,6,10,405,67,38.0,8.45,22.0,6.0,1.0,1.0,0.0,3.0
2025-08,90173,Carhue,61.379,257.3125,17.2,8.51,23.19,0,11,261,77,16.0,2.19,22.0,9.0,6.0,1.0,3.0,1.0
2025-08,90180,Carmen de Patagones,67.753,486.6923076923077,23.76,16.56,41.52,0,10,184,120,13.0,2.89,15.0,3.0,7.0,2.0,1.0,0.0
2025-08,90184,Lago Puelo,67.366,730.6666666666666,29.13,20.77,48.11,7,10,334,191,38.0,9.48,20.0,2.0,10.0,6.0,2.0,4.0
2025-08,90203,Las Grutas,63.186,607.125,28.36,21.76,48.02,4,16,380,206,57.0,9.81,30.0,10.0,9.0,8.0,2.0,3.0
2025-08,90206,Villa Elisa,43.443,361.9,33.6,12.06,25.82,1,10,259,79,22.0,2.64,20.0,22.0,9.0,4.0,0.0,1.0
2025-08,90220,Choele Choel,77.082,513.2,37.0,13.58,37.5,0,4,70,42,8.0,2.0,11.0,6.0,5.0,5.0,0.0,1.0
2025-08,90251,Dina Huapi,56.289,863.1666666666666,34.56,24.31,35.43,15,45,1157,564,121.0,5.73,44.0,24.0,30.0,25.0,18.0,35.0
2025-08,90254,San Pedro,,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08,90258,La Quiaca,12.246,38.33333333333334,13.0,0.85,1.92,2,2,122,2,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2025-08,90266,Miramar,64.361,489.3636363636364,54.0,16.72,29.82,1,4,114,34,14.0,2.73,10.0,2.0,7.0,9.0,2.0,0.0
2025-08,90278,Claromeco,51.097,1205.5,0.0,38.89,0.0,0,0,0,0,2.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-08,90282,Sierra de la Ventana,58.591,475.0588235294118,46.43,14.45,20.93,4,16,442,108,41.0,3.49,20.0,16.0,13.0,6.0,3.0,1.0
2025-08,90294,Humahuaca,75.804,302.7931034482759,27.46,8.8,36.94,1,8,177,99,37.0,3.13,24.0,16.0,11.0,15.0,5.0,22.0
2025-08,90309,Mar del Sur,41.843,727.0,0.0,14.16,3.25,3,2,148,4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08,90330,Puerto Esperanza,,277.0,19.79,8.27,62.22,0,2,34,28,3.0,22.0,1.0,1.0,1.0,0.0,0.0,0.0
2025-08,90360,Las Gaviotas,68.373,752.7241379310345,39.98,23.27,42.47,1,22,414,268,37.0,4.46,11.0,7.0,14.0,12.0,4.0,0.0
2025-08,90398,Epuyen,,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08,102211,Salta,88.225,688.6154672395273,20.88,20.48,51.71,88,372,7179,6442,1165.0,4.99,1247.0,517.0,585.0,532.0,221.0,281.0
2025-08,102249,San Martín de los Andes,60.348,1582.16393442623,64.92,51.09,51.35,49,563,9117,8746,1312.0,5.67,612.0,312.0,445.0,531.0,340.0,652.0
2025-08,102804,Santa Fe,90.331,692.9721115537849,20.66,23.54,62.41,8,136,1865,2421,275.0,6.07,413.0,170.0,124.0,84.0,27.0,25.0
2025-08,103046,San Salvador de Jujuy,76.677,463.0836363636363,19.4,13.46,35.42,26,131,3187,1513,360.0,3.48,404.0,146.0,119.0,95.0,56.0,46.0
2025-08,103869,Corrientes,85.623,624.3396226415094,28.26,20.78,52.2,11,102,1779,1578,303.0,3.64,472.0,169.0,134.0,87.0,24.0,38.0
2025-08,82014946,Merlo,58.153,409.2911392405063,21.49,10.37,17.77,26,43,1710,300,125.0,4.07,32.0,18.0,35.0,12.0,2.0,4.0
2025-08,82014947,Lujan de Cuyo,69.593,958.8400926998842,45.37,29.06,35.35,94,475,11361,5403,1073.0,4.2,636.0,350.0,417.0,341.0,141.0,175.0
2025-08,82014948,Ciudad de San Rafael,60.262,483.7407407407408,25.13,13.49,30.61,37,110,3128,1193,334.0,3.98,226.0,100.0,95.0,62.0,19.0,53.0
2025-08,82015165,Pinamar,56.287,700.517094017094,44.53,22.65,31.03,61,199,5345,1918,593.0,4.95,255.0,168.0,144.0,103.0,22.0,26.0
2025-08,82015398,Villa Catedral,58.909,3841.724137931034,144.44,143.04,58.79,3,117,1445,1910,269.0,6.32,58.0,34.0,56.0,122.0,99.0,268.0
2025-08,82015430,Villa Gesell,50.037,594.4607843137255,32.24,18.1,33.18,13,38,1094,423,134.0,7.85,75.0,22.0,16.0,9.0,4.0,16.0
2025-08,82015492,El Bolson,65.875,516.8666666666667,28.42,16.73,33.9,20,84,2183,852,213.0,4.43,107.0,29.0,32.0,48.0,20.0,28.0
2025-08,82015515,Santiago del Estero,84.642,469.2008547008547,29.68,15.26,31.42,6,94,2123,916,256.0,3.15,268.0,121.0,117.0,61.0,30.0,18.0
2025-08,82015553,San Nicolas de los Arroyos,68.606,635.0151515151515,35.16,21.82,38.39,4,32,702,372,74.0,3.9,94.0,29.0,26.0,20.0,9.0,31.0
2025-08,82015643,Concepcion del Uruguay,66.067,500.8243243243243,30.55,14.38,26.67,18,36,1251,336,110.0,3.82,93.0,34.0,40.0,14.0,13.0,9.0
2025-08,82015644,Concordia,77.345,497.9361702127659,36.59,14.6,33.95,9,44,1138,478,124.0,2.85,155.0,70.0,42.0,34.0,5.0,9.0
2025-08,82015645,Gualeguaychu,62.77,493.1632653061225,35.65,15.31,29.74,7,42,1066,394,119.0,3.21,124.0,40.0,43.0,15.0,3.0,11.0
